0.00833333	0.0916667	0	0.0666667	0.0166667	0.0166667	0	0.00833333	0	0.0166667	0	0.0166667	0	0	0	0	0.00833333	0	0	0.00833333	0.00833333	0.0583333	0.00833333	0	0.0166667	0.00833333	0.191667	0	0	0.00833333	0.108333	0	0	0	0.0333333	0	0.00833333	0.0166667	0.166667	0	0	0.00833333	0	0.00833333	0.0166667	0.00833333	0.05	0.0166667	0	0	
0	0	0	0	0	0	0	0	0.0666667	0	0.0666667	0	0	0	0	0	0.0666667	0.0666667	0.0666667	0	0.0666667	0	0	0	0.0666667	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0666667	0.133333	0	0	0	0.133333	0	
0	0.0666667	0	0	0.0333333	0	0	0	0	0	0	0.0666667	0.1	0.0333333	0	0	0.0666667	0	0	0	0.0333333	0.0333333	0.0333333	0	0	0	0.166667	0	0	0	0	0	0	0	0	0	0	0.0333333	0.0666667	0	0	0	0.0666667	0	0.0333333	0	0.0666667	0.1	0	0	
0	0	0	0	0.0588235	0.117647	0	0	0	0	0	0.0588235	0	0.0588235	0	0	0	0	0	0	0	0.117647	0	0	0.0588235	0	0.0588235	0	0	0	0.0588235	0	0.0588235	0	0	0	0	0.0588235	0	0	0	0.0588235	0	0	0.117647	0	0	0	0.117647	0	
0	0.153285	0	0.0291971	0.00729927	0	0	0	0.0145985	0	0	0.00729927	0	0	0	0	0	0	0.00729927	0.00729927	0.0145985	0.153285	0.00729927	0.0218978	0.00729927	0.00729927	0.124088	0	0	0.00729927	0.0875912	0.0145985	0	0	0.0291971	0	0	0.0145985	0.109489	0	0	0	0	0.0510949	0	0	0.0583942	0.00729927	0.0364963	0.0218978	
0.029703	0.0594059	0	0.0792079	0.039604	0.029703	0	0	0.00990099	0	0.00990099	0.019802	0.019802	0	0	0	0.019802	0	0	0.00990099	0	0.0594059	0.019802	0.029703	0	0.019802	0.0990099	0	0	0	0.00990099	0.00990099	0.00990099	0	0.039604	0	0	0.029703	0.178218	0.029703	0.00990099	0.00990099	0	0.019802	0	0.00990099	0.019802	0.049505	0	0.019802	
0	0	0	0	0	0.0588235	0	0	0	0	0.0588235	0	0	0	0	0	0.0588235	0	0	0	0	0	0.0588235	0.0588235	0	0	0.235294	0	0	0.0588235	0	0	0	0	0	0	0	0.117647	0.117647	0	0	0.0588235	0	0	0.0588235	0.0588235	0	0	0	0	
0.0196078	0.0784314	0	0.0392157	0.0392157	0.0392157	0	0	0.0196078	0.0196078	0.0196078	0.0784314	0.0196078	0.0392157	0	0	0	0	0.0196078	0	0	0.0784314	0	0.0392157	0.0392157	0.0392157	0.0784314	0.0392157	0	0	0.0196078	0.0196078	0.0196078	0	0	0	0	0	0.0196078	0	0.0392157	0.0196078	0	0.0196078	0	0.0196078	0.0196078	0.0196078	0.0196078	0.0196078	
0.0454545	0	0	0.0454545	0	0	0	0	0.0454545	0	0	0.0454545	0.0454545	0	0.0909091	0	0.0454545	0	0	0	0.0454545	0.0454545	0	0	0	0	0.0909091	0	0	0.0454545	0	0	0.0454545	0	0.0454545	0	0	0.0909091	0	0	0	0	0	0	0.0454545	0	0.0454545	0	0.0909091	0.0454545	
0.031579	0.0947368	0	0.0105263	0	0.0105263	0	0	0.0210526	0.0105263	0.0105263	0.0526316	0.0105263	0	0.0105263	0	0	0.0105263	0.0210526	0	0.0631579	0.0421053	0.0105263	0	0	0.031579	0.0736842	0	0	0	0.126316	0.031579	0	0	0.031579	0	0	0.0105263	0.126316	0	0	0.031579	0	0.0105263	0.0210526	0.0210526	0.0736842	0	0	0	
